ID,Vraag,Antwoord,Taal vraag,Taal antwoord,Methode,Boek
1787,vrijwillig,ehrenamtlich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1788,het welzijn,das Wohlbefinden,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1789,werkeloos,arbeitslos,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1790,de ziekte,die Krankheit,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1791,das Abteil,de treincoupé,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1792,außergewöhnlich,buitengewoon,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1793,begrenzt,beperkt,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1794,bislang,tot nu toe,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1795,einzigartig,uniek,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1796,entfalten,ontplooien,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1797,der Fleiß,de ijver,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1798,gewissenhaft,nauwkeurig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1799,der Heranwachsende,de jongvolwassene,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1800,herkömmlich,traditioneel,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1801,missbilligend,afkeurend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1802,nervig,irritant,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1803,die Pünktlichkeit,de stiptheid,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1804,quer,dwars,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1805,sauber,schoon,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1806,die Tugend,de deugd,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1807,unverschämt,onbeschoft,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1808,zuverlässig,betrouwbaar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1809,anhalten,stoppen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1810,der Brauch,de gewoonte,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1811,brutal,wreed,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1812,fließend,vloeiend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1813,der Forscher,de onderzoeker,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1814,frech,ondeugend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1815,grau,grijs,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1816,hauen,slaan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1817,die Herangehensweise,de aanpak,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1818,sich herausstellen,blijken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1819,hervorragend,uitstekend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1820,heutzutage,tegenwoordig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1821,das Hirn,de hersenen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1822,die Körpersprache,de lichaamstaal,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1823,niemals,nooit,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1824,die Sicherheitsvorkehrung,de veiligheidsmaatregel,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1825,verklagen,aanklagen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1826,verrückt,gek,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1827,de aandacht,die Aufmerksamkeit,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1828,achterbaks,hinterhältig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1829,het advies,die Empfehlung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1830,beoordelen,bewerten,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1831,downloaden,herunterladen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1832,echter,jedoch,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1833,de gebruiker,der Nutzer,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1834,de mensen,die Leute,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1835,nuttig,nützlich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1836,de pesterij,das Mobbing,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1837,de steun,die Unterstützung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1838,toelaten,erlauben,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1839,van beroep,beruflich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1840,verstandig,vernünftig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1841,wel degelijk,sehr wohl,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1842,die Ausnahme,de uitzondering,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1843,beanspruchen,opeisen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1844,beziehen sich auf,betrekking hebben op,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1845,nächst,volgend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1846,nur,slechts,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1847,offensichtlich,klaarblijkelijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1848,die Schlussfolgerung,de conclusie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1849,die Schwäche,de zwakte,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1850,sicher,veilig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1851,überfordern,te veel eisen van,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1852,unterschiedlich,verschillend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1853,veranstalten,organiseren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1854,vereinzelt,hier en daar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1855,verhalten sich zu,staan in relatie tot,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1856,wenigstens,tenminste,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1857,anfertigen lassen,laten maken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1858,aufregend,spannend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1859,außer,behalve,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1860,bedingt,in beperkte mate,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1861,erfolgreich,succesvol,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1862,erleichtert,opgelucht,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1863,erwarten,verwachten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1864,fast,bijna,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1865,die Folge,de aflevering,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1866,gebürtig,afkomstig uit,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1867,gelingen,lukken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1868,die Leidenschaft,de passie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1869,meistern,onder de knie krijgen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1870,nachahmen,namaken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1871,der Proband,de proefpersoon,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1872,trocken,droog,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1873,der Trumpf,de troef,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1874,überflüssig,overbodig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1875,ausstrahlen,uitzenden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1876,bloß,alleen maar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1877,dämlich,suf,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1878,drohen,dreigen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1879,erschüttern,verbijsteren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1880,feige,laf,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1881,furchtbar,vreselijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1882,geradewegs,rechtstreeks,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1883,das Kleinkind,de peuter,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1884,klug,slim,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1885,knapp,krap,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1886,der Kumpel,de vriend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1887,die Langeweile,de verveling,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1888,der Leichtsinn,de lichtzinnigheid,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1889,der Moderator,de presentator,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1890,ungewiss,onzeker,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1891,der Vorsatz,het voornemen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1892,wohlfühlen,op zijn gemak voelen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1893,het amusement,die Unterhaltung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1894,geërgerd,genervt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1895,te gek,krass,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1896,gestoord,bescheuert,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1897,het mededogen,das Mitleid,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1898,het voordeel,der Vorteil,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1899,"internet, het",das Netz,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1900,kalm,gelassen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1901,onnozel,albern,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1902,"onzin, de",der Blödsinn,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1903,opkomen voor,sich einsetzen für,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1904,relaxed,entspannt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1905,ruzie maken,streiten,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1906,"verantwoording, de",die Verantwortung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1907,wanhopig,verzweifelt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1908,ablehnen,afwijzen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1909,benutzen,gebruiken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1910,empfangen,ontvangen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1911,der Entschluss,het besluit,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1912,entweder … oder,of … of,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1913,fähig,in staat,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1914,geradezu,gewoonweg,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1915,das Geschäft,"de zaak, bedrijf",Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1916,die Klarheit,de duidelijkheid,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1917,der Kunde,de klant,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1918,leise,zacht,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1919,löschen,verwijderen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1920,malen,schilderen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1921,der Schrebergarten,de volkstuin,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1922,die Sprache,de taal,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1923,sich trauen,durven,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1924,widmen,wijden aan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1925,zögern,aarzelen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1926,der Buchstabe,de letter,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1927,die Daten,gegevens,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1928,entfernen,verwijderen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1929,erstellen,opstellen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1930,fälschen,vervalsen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1931,die Farbe,de kleur,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1932,fördern,stimuleren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1933,die Genehmigung,de toestemming,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1934,das Handy,het mobieltje,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1935,sich herausstellen,blijken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1936,die Quelle,de bron,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1937,der Ratschlag,het advies,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1938,stimmen,kloppen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1939,tarnen,camoufleren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1940,die Überschrift,de krantenkop,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1941,übersetzen,vertalen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1942,die Vokabeln,de woorden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1943,zusätzlich,extra,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1944,het bericht,die Nachricht,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1945,de computer,der Computer,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1946,downloaden,herunterladen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1947,de informatie,die Auskunft,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1948,de koptelefoon,der Kopfhörer,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1949,het lid,das Mitglied,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1950,meedelen,mitteilen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1951,het mobieltje,das Handy,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1952,het onderwerp,das Thema,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1953,de reclame,die Werbung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1954,sturen,schicken,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1955,uitwisselen,austauschen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1956,uploaden,hochladen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1957,het verhaal,die Geschichte,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1958,de website,die Webseite,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1959,wissen,löschen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1960,der Absatz,de alinea,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1961,achten auf,letten op,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1962,aufmerksam,aandachtig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1963,begründen,beredeneren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1964,durchaus,volstrekt,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1965,etwa,bijvoorbeeld,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1966,gewissermaßen,als het ware,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1967,häufig,vaak,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1968,der Hinweis,de aanwijzing,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1969,letzlich,uiteindelijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1970,das Phänomen,het verschijnsel,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1971,die Reihenfolge,de volgorde,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1972,zudem,bovendien,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1973,zumal,in het bijzonder,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1974,zumindest,tenminste,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
